species,sex,day,month,year,recap,wt_with_bag,bag_wt,ticks
Blackbird,F,27,1,2009,1,129,20,0
Blackbird,M,21,1,2009,0,133,20,0
Blackbird,M,27,1,2009,0,144,20,0
Blackbird,M,5,2,2009,0,135,20,0
Blackbird,F,5,2,2009,0,154,20,0
Blackbird,M,5,2,2009,0,134,20,
Blackbird,F,18,2,2009,0,120,20,1
Blackbird,F,10,3,2009,0,122,20,0
Blackbird,F,13,3,2009,0,140,20,1
Blackbird,F,13,3,2009,0,147,20,1
Blackbird,,17,5,2009,0,113,20,3
Blackbird,M,24,6,2009,0,NA,NA,8
Blackbird,,30,7,2009,0,113,21,3
Blackbird,,7,8,2009,0,106,21,6
Blackbird,,7,8,2009,0,117,21,1
Blackbird,,7,8,2009,0,105,21,1
Blackbird,M,15,10,2009,0,148,20,1
Blackbird,M,29,10,2009,0,130,20,0
Blackbird,M,4,11,2009,0,146,20,1
Blackbird,F,4,11,2009,0,132,20,0
Blackbird,M,7,12,2009,0,127,20,0
Blue tit,,4,11,2009,1,11.82,0,0
Blue tit,,13,1,2009,1,11.67,0,0
Blue tit,,11,12,2009,1,11.98,0,0
Blue tit,,11,12,2009,1,11.27,0,0
Blue tit,,11,12,2009,1,11.58,0,0
Blue tit,,13,12,2009,1,12.25,0,0
Blue tit,,18,2,2009,1,10.23,0,0
Blue tit,,27,11,2009,1,11.57,0,0
Blue tit,,5,2,2009,1,11.34,0,0
Blue tit,,21,1,2009,1,11.67,0,0
Blue tit,,13,1,2009,1,11.68,0,0
Blue tit,,15,10,2009,1,11.33,0,0
Blue tit,,5,2,2009,1,12.63,0,0
Blue tit,,4,3,2009,1,11.39,0,0
Blue tit,,27,11,2009,1,11.97,0,0
Blue tit,,27,11,2009,1,11.4,0,0
Blue tit,,5,2,2009,1,10.95,0,0
Blue tit,,4,11,2009,1,10.96,0,0
Blue tit,,27,1,2009,1,10.89,0,0
Blue tit,,18,2,2009,1,11.01,0,0
Blue tit,,21,1,2009,1,11.78,0,0
Blue tit,,27,1,2009,1,11.45,0,0
Blue tit,,7,12,2009,1,10.16,0,0
Blue tit,,13,1,2009,1,12.22,0,0
Blue tit,,4,11,2009,1,11.39,0,0
Blue tit,,27,11,2009,1,11.25,0,0
Blue tit,,4,11,2009,1,10.76,0,0
Blue tit,,15,9,2009,1,11.29,0,0
Blue tit,,4,11,2009,1,11.48,0,
Blue tit,,10,3,2009,1,10.14,0,
Blue tit,,4,3,2009,1,11.53,0,
Blue tit,,5,2,2009,1,11.06,0,0
Blue tit,,21,1,2009,1,11.92,0,0
Blue tit,,13,1,2009,1,10.6,0,0
Blue tit,,25,2,2009,1,11.12,0,0
Blue tit,,11,12,2009,1,10.91,0,0
Blue tit,,5,2,2009,1,11.96,0,0
Blue tit,,13,3,2009,1,10.93,0,0
Blue tit,,11,12,2009,1,11.55,0,0
Blue tit,,1,10,2009,1,10.89,0,0
Blue tit,,21,1,2009,1,10.27,0,0
Blue tit,F,31,5,2009,1,10.72,0,0
Blue tit,,27,11,2009,1,10.7,0,0
Blue tit,,13,1,2009,1,11.89,0,0
Blue tit,,13,5,2009,1,11.79,0,0
Blue tit,,10,3,2009,1,10.71,0,0
Blue tit,,21,1,2009,1,11.09,0,0
Blue tit,,27,1,2009,1,11.8,0,0
Blue tit,,10,5,2009,1,11.4,0,0
Blue tit,,27,1,2009,1,11.58,0,0
Blue tit,,25,2,2009,1,11.13,0,0
Blue tit,,4,11,2009,1,11.69,0,0
Blue tit,,30,11,2009,1,11.74,0,0
Blue tit,,10,3,2009,1,11.1,0,0
Blue tit,,17,4,2009,1,11.87,0,0
Blue tit,,13,5,2009,1,11.3,0,0
Blue tit,,29,10,2009,1,12.3,0,0
Blue tit,,5,2,2009,1,11.03,0,0
Blue tit,,10,3,2009,1,11.49,0,0
Blue tit,,17,5,2009,1,10.95,0,0
Blue tit,,23,5,2009,1,10.82,0,0
Blue tit,,18,2,2009,1,11.48,0,0
Blue tit,,17,5,2009,1,11.99,0,1
Blue tit,,29,10,2009,1,11.56,0,0
Blue tit,,13,12,2009,1,12.88,0,0
Blue tit,,10,3,2009,1,10.44,0,0
Blue tit,,5,2,2009,1,10.35,0,0
Blue tit,,17,4,2009,1,10.94,0,0
Blue tit,,3,4,2009,1,10.83,0,0
Blue tit,,27,11,2009,1,11.86,0,0
Blue tit,,13,1,2009,1,12.36,0,0
Blue tit,,17,4,2009,1,10.77,0,0
Blue tit,,4,3,2009,1,10.82,0,0
Blue tit,,5,2,2009,1,11.95,0,0
Blue tit,,7,12,2009,1,11.75,0,0
Blue tit,,11,12,2009,0,11.87,0,0
Blue tit,,11,12,2009,0,10.38,0,0
Blue tit,,13,12,2009,0,10.41,0,0
Blue tit,,11,12,2009,0,10.51,0,0
Blue tit,,11,12,2009,0,10.66,0,0
Blue tit,,11,12,2009,0,11.39,0,0
Blue tit,,11,12,2009,0,11.13,0,0
Blue tit,,11,12,2009,0,12.09,0,0
Blue tit,,11,12,2009,0,11.41,0,0
Blue tit,,11,12,2009,0,11.59,0,0
Blue tit,,11,12,2009,0,11.35,0,0
Blue tit,,11,12,2009,0,12.03,0,0
Blue tit,,11,12,2009,0,12.13,0,0
Blue tit,,13,12,2009,0,12.64,0,0
Blue tit,,13,12,2009,0,11.47,0,0
Blue tit,,13,12,2009,0,10.9,0,0
Blue tit,,13,12,2009,0,11.95,0,0
Blue tit,,13,12,2009,0,11.51,0,0
Blue tit,,13,12,2009,0,11.37,0,0
Blue tit,,13,12,2009,0,11,0,0
Blue tit,,13,12,2009,0,11.8,0,0
Blue tit,,18,2,2009,1,10.46,0,0
Blue tit,,27,1,2009,1,10.55,0,0
Blue tit,,13,1,2009,1,11.32,0,0
Blue tit,M,10,5,2009,1,11.53,0,0
Blue tit,,13,1,2009,1,12.34,0,0
Blue tit,,30,11,2009,1,12.06,0,0
Blue tit,,13,12,2009,1,12.03,0,0
Blue tit,,5,2,2009,1,12.16,0,0
Blue tit,,13,1,2009,1,11.97,0,0
Blue tit,,7,12,2009,1,11.5,0,0
Blue tit,,13,12,2009,1,11.11,0,0
Blue tit,,21,1,2009,1,10.38,0,0
Blue tit,,13,1,2009,1,11.55,0,0
Blue tit,,13,12,2009,1,11.34,0,0
Blue tit,,18,2,2009,1,10.63,0,0
Blue tit,,13,12,2009,1,12.24,0,0
Blue tit,,13,1,2009,0,11.13,0,0
Blue tit,,13,1,2009,0,11.12,0,0
Blue tit,,1,6,2009,1,11.8,0,0
Blue tit,,13,1,2009,0,11.87,0,0
Blue tit,,13,1,2009,0,12.22,0,0
Blue tit,,21,1,2009,1,11.46,0,0
Blue tit,,11,12,2009,1,12.06,0,
Blue tit,,13,1,2009,0,10.86,0,0
Blue tit,,21,1,2009,1,10.65,0,0
Blue tit,,13,1,2009,0,11.97,0,0
Blue tit,,13,1,2009,0,11.07,0,0
Blue tit,,13,1,2009,0,11.16,0,0
Blue tit,,13,1,2009,0,11.39,0,0
Blue tit,,13,1,2009,0,11.01,0,0
Blue tit,,13,1,2009,0,12.33,0,0
Blue tit,,13,1,2009,0,10.34,0,0
Blue tit,,13,1,2009,0,12.16,0,0
Blue tit,,13,1,2009,0,11.45,0,0
Blue tit,,21,1,2009,0,11.24,0,0
Blue tit,,21,1,2009,0,12.1,0,0
Blue tit,,21,1,2009,0,11.41,0,0
Blue tit,,21,1,2009,0,11.3,0,0
Blue tit,,21,1,2009,0,11.11,0,0
Blue tit,,21,1,2009,0,10.9,0,0
Blue tit,,11,12,2009,1,10.78,0,0
Blue tit,,21,1,2009,0,10.93,0,0
Blue tit,,27,1,2009,0,11.41,0,0
Blue tit,,27,1,2009,0,11.15,0,0
Blue tit,,27,1,2009,0,10.95,0,0
Blue tit,,27,1,2009,0,10.58,0,0
Blue tit,,27,1,2009,0,12.72,0,0
Blue tit,,27,1,2009,0,11.23,0,0
Blue tit,,27,1,2009,0,11.81,0,0
Blue tit,,27,1,2009,0,11.63,0,0
Blue tit,,27,1,2009,0,11.77,0,0
Blue tit,,5,2,2009,0,10.78,0,0
Blue tit,,5,2,2009,0,10.47,0,0
Blue tit,,27,11,2009,1,11.06,0,0
Blue tit,,30,11,2009,1,11,0,0
Blue tit,,18,2,2009,0,10.91,0,0
Blue tit,,18,2,2009,0,11.14,0,0
Blue tit,,18,2,2009,0,10.53,0,0
Blue tit,,18,2,2009,0,11.48,0,0
Blue tit,,18,2,2009,0,11.23,0,0
Blue tit,,18,2,2009,0,11.43,0,0
Blue tit,,18,2,2009,0,11.37,0,0
Blue tit,,18,2,2009,0,10.48,0,0
Blue tit,,18,2,2009,0,11.25,0,0
Blue tit,,18,2,2009,0,10.42,0,0
Blue tit,,18,2,2009,0,10.59,0,0
Blue tit,,18,2,2009,0,11.9,0,0
Blue tit,,18,2,2009,0,12,0,0
Blue tit,,25,2,2009,0,10.5,0,0
Blue tit,,25,2,2009,0,10.46,0,0
Blue tit,,25,2,2009,0,9.94,0,0
Blue tit,,25,2,2009,0,10.11,0,0
Blue tit,,25,2,2009,0,10.59,0,0
Blue tit,,25,2,2009,0,11.19,0,0
Blue tit,,25,2,2009,0,9.82,0,0
Blue tit,,25,2,2009,0,11.68,0,0
Blue tit,,25,2,2009,0,11.14,0,0
Blue tit,,25,2,2009,0,11.55,0,0
Blue tit,,25,2,2009,0,10.18,0,0
Blue tit,,25,2,2009,0,11.09,0,0
Blue tit,,29,10,2009,1,10.85,0,0
Blue tit,,25,2,2009,0,11.59,0,0
Blue tit,,27,11,2009,1,12.38,0,0
Blue tit,,4,3,2009,0,11.03,0,0
Blue tit,,4,3,2009,0,10.69,0,0
Blue tit,,4,3,2009,0,11.09,0,0
Blue tit,,4,3,2009,0,11.63,0,0
Blue tit,,4,3,2009,0,10.83,0,0
Blue tit,,4,3,2009,0,9.78,0,0
Blue tit,,4,3,2009,0,10.6,0,0
Blue tit,,4,3,2009,0,10.73,0,0
Blue tit,,4,3,2009,0,11.42,0,0
Blue tit,,4,3,2009,0,11.14,0,0
Blue tit,,4,3,2009,0,10.72,0,0
Blue tit,,4,3,2009,0,10.89,0,0
Blue tit,,4,3,2009,0,10.55,0,0
Blue tit,,4,3,2009,0,10.09,0,0
Blue tit,,4,3,2009,0,12.08,0,0
Blue tit,,4,3,2009,0,11.4,0,0
Blue tit,,4,3,2009,0,11.25,0,0
Blue tit,,4,3,2009,0,12.69,0,0
Blue tit,,4,3,2009,0,11.34,0,0
Blue tit,,4,3,2009,0,10.64,0,0
Blue tit,,4,3,2009,0,11.18,0,0
Blue tit,,4,3,2009,0,11.09,0,0
Blue tit,M,10,3,2009,0,10.99,0,0
Blue tit,,10,3,2009,0,10.78,0,0
Blue tit,,10,3,2009,0,11.5,0,0
Blue tit,,10,3,2009,0,10.64,0,0
Blue tit,,10,3,2009,1,NA,NA,0
Blue tit,,10,3,2009,0,10.8,0,0
Blue tit,,10,3,2009,0,10.65,0,0
Blue tit,,10,3,2009,0,11.75,0,0
Blue tit,,10,3,2009,0,11.2,0,0
Blue tit,,13,3,2009,0,10.5,0,0
Blue tit,,13,3,2009,0,10.5,0,0
Blue tit,,13,3,2009,0,10.35,0,0
Blue tit,,13,3,2009,0,11.06,0,0
Blue tit,,13,3,2009,0,10.84,0,0
Blue tit,,13,3,2009,0,10.73,0,0
Blue tit,,13,3,2009,0,10.6,0,0
Blue tit,,13,3,2009,0,10.31,0,0
Blue tit,,13,3,2009,0,11.75,0,0
Blue tit,,27,11,2009,1,11.11,0,0
Blue tit,,13,3,2009,0,11.6,0,0
Blue tit,,9,9,2009,1,11.19,0,0
Blue tit,,13,3,2009,0,10.12,0,0
Blue tit,,13,3,2009,0,11.47,0,0
Blue tit,,13,3,2009,0,12.31,0,0
Blue tit,,17,4,2009,0,11.51,0,0
Blue tit,,17,4,2009,0,10.93,0,0
Blue tit,,28,4,2009,0,11.44,0,0
Blue tit,F,31,5,2009,0,10.1,0,0
Blue tit,,24,6,2009,0,10.41,0,0
Blue tit,,24,6,2009,0,10.4,0,0
Blue tit,,30,7,2009,1,12.35,0,0
Blue tit,,30,7,2009,1,12.46,0,0
Blue tit,,24,6,2009,0,10.26,0,1
Blue tit,,11,12,2009,1,11.02,0,0
Blue tit,,24,6,2009,0,10.82,0,0
Blue tit,,30,7,2009,1,12.19,0,1
Blue tit,,7,10,2009,1,10.9,0,0
Blue tit,,24,6,2009,0,10.8,0,0
Blue tit,,29,10,2009,1,11.09,0,0
Blue tit,,27,11,2009,1,10.8,0,0
Blue tit,,24,6,2009,0,10.75,0,0
Blue tit,,29,6,2009,1,10.42,0,0
Blue tit,,7,10,2009,1,10.46,0,0
Blue tit,,27,11,2009,1,10.52,0,0
Blue tit,,24,6,2009,0,11.12,0,0
Blue tit,,29,6,2009,1,11.25,0,0
Blue tit,,28,7,2009,1,12.3,0,0
Blue tit,,28,7,2009,1,12.81,0,0
Blue tit,,7,12,2009,1,11.44,0,0
Blue tit,,24,6,2009,0,11.46,0,3
Blue tit,,24,6,2009,0,10.15,0,0
Blue tit,,24,6,2009,0,9.75,0,0
Blue tit,,30,7,2009,1,10.74,0,0
Blue tit,,9,9,2009,1,11.16,0,0
Blue tit,,24,6,2009,0,11.46,0,0
Blue tit,,28,7,2009,1,12.03,0,0
Blue tit,,13,12,2009,1,12.23,0,0
Blue tit,,24,6,2009,0,10.48,0,1
Blue tit,,29,6,2009,0,10.56,0,0
Blue tit,,29,6,2009,0,10.27,0,0
Blue tit,,28,7,2009,1,11.79,0,1
Blue tit,,29,6,2009,0,10.03,0,0
Blue tit,,29,6,2009,0,9.62,0,0
Blue tit,,29,6,2009,0,10.52,0,0
Blue tit,,29,6,2009,0,10.96,0,0
Blue tit,,11,12,2009,1,12.05,0,0
Blue tit,,29,6,2009,0,12.07,0,0
Blue tit,,10,8,2009,1,12.69,0,0
Blue tit,,29,10,2009,1,12.79,0,0
Blue tit,,29,6,2009,0,10.57,0,1
Blue tit,,28,7,2009,0,11.51,0,0
Blue tit,,30,7,2009,1,12.08,0,0
Blue tit,,11,12,2009,1,11.52,0,0
Blue tit,,28,7,2009,0,11.56,0,0
Blue tit,,28,7,2009,0,11.76,0,0
Blue tit,,28,7,2009,0,10.68,0,0
Blue tit,,30,7,2009,1,10.72,0,0
Blue tit,,10,8,2009,1,10.88,0,0
Blue tit,,28,7,2009,0,12.26,0,0
Blue tit,,28,7,2009,0,11.95,0,0
Blue tit,,10,8,2009,1,12.55,0,0
Blue tit,,7,10,2009,1,11.74,0,0
Blue tit,,27,11,2009,1,11.37,0,0
Blue tit,,28,7,2009,0,12.88,0,0
Blue tit,,4,11,2009,1,11.61,0,0
Blue tit,,7,12,2009,1,11.31,0,0
Blue tit,,28,7,2009,0,11.81,0,0
Blue tit,,28,8,2009,1,11.75,0,0
Blue tit,,29,10,2009,1,11.48,0,0
Blue tit,,11,12,2009,1,11,0,0
Blue tit,,28,7,2009,0,11.54,0,0
Blue tit,,30,7,2009,1,11.06,0,0
Blue tit,,4,11,2009,1,10.6,0,0
Blue tit,,27,11,2009,1,11.24,0,0
Blue tit,,7,12,2009,1,10.84,0,0
Blue tit,,28,7,2009,0,10.93,0,0
Blue tit,,30,7,2009,1,10.87,0,0
Blue tit,,1,10,2009,1,10.75,0,0
Blue tit,,28,7,2009,0,12.46,0,0
Blue tit,,10,8,2009,1,12.52,0,1
Blue tit,,28,7,2009,0,11.88,0,0
Blue tit,,28,7,2009,0,13.31,0,1
Blue tit,,7,10,2009,1,12.01,0,0
Blue tit,,4,11,2009,1,12.41,0,0
Blue tit,,28,7,2009,0,11.9,0,0
Blue tit,,28,7,2009,0,11.33,0,0
Blue tit,,28,8,2009,1,10.79,0,0
Blue tit,,15,10,2009,1,10.72,0,0
Blue tit,,7,12,2009,1,10.49,0,0
Blue tit,,30,7,2009,0,11.08,0,0
Blue tit,,30,7,2009,0,11.28,0,1
Blue tit,,15,9,2009,1,11.04,0,0
Blue tit,,30,7,2009,0,11.03,0,0
Blue tit,,30,7,2009,0,10.2,0,0
Blue tit,,10,8,2009,1,10.22,0,0
Blue tit,,10,8,2009,1,10.82,0,0
Blue tit,,9,9,2009,1,10.47,0,0
Blue tit,,30,7,2009,0,11.98,0,1
Blue tit,,28,8,2009,1,11.52,0,0
Blue tit,,30,7,2009,0,12.04,0,0
Blue tit,,4,11,2009,1,11.16,0,0
Blue tit,,30,7,2009,0,12.36,0,0
Blue tit,,4,11,2009,1,12.87,0,0
Blue tit,,11,12,2009,1,12.39,0,0
Blue tit,,13,12,2009,1,13.15,0,0
Blue tit,,30,7,2009,0,12.07,0,0
Blue tit,,7,8,2009,1,12.3,0,0
Blue tit,,9,9,2009,1,12.01,0,0
Blue tit,,15,10,2009,1,11.31,0,0
Blue tit,,30,7,2009,0,11.55,0,0
Blue tit,,28,8,2009,1,11.71,0,0
Blue tit,,29,10,2009,1,10.56,0,0
Blue tit,,7,8,2009,0,11.01,0,0
Blue tit,,7,8,2009,0,11.11,0,1
Blue tit,,7,8,2009,0,11.43,0,0
Blue tit,,28,8,2009,1,11.09,0,0
Blue tit,,7,8,2009,0,10.41,0,0
Blue tit,,9,9,2009,1,10.72,0,0
Blue tit,,11,12,2009,1,10.3,0,0
Blue tit,,7,8,2009,0,11.46,0,0
Blue tit,,28,8,2009,1,11.41,0,0
Blue tit,,7,8,2009,0,12.11,0,0
Blue tit,,7,8,2009,0,12.09,0,0
Blue tit,,9,9,2009,1,11.88,0,0
Blue tit,,7,8,2009,0,12.11,0,1
Blue tit,,27,11,2009,1,10.55,0,0
Blue tit,,7,8,2009,0,12.41,0,0
Blue tit,,28,8,2009,1,11.93,0,0
Blue tit,,7,8,2009,0,10.98,0,0
Blue tit,,28,8,2009,1,11.42,0,0
Blue tit,,10,8,2009,0,11.8,0,0
Blue tit,,10,8,2009,0,10.65,0,0
Blue tit,,4,11,2009,1,10.53,0,0
Blue tit,,10,8,2009,0,11.66,0,0
Blue tit,,10,8,2009,0,12.19,0,0
Blue tit,,10,8,2009,0,11.77,0,0
Blue tit,,15,9,2009,1,11.5,0,0
Blue tit,,10,8,2009,0,12.1,0,0
Blue tit,,10,8,2009,0,12.58,0,0
Blue tit,,18,8,2009,0,11.76,0,0
Blue tit,,18,8,2009,0,11,0,0
Blue tit,,27,11,2009,1,10.34,0,0
Blue tit,,7,12,2009,1,10.71,0,0
Blue tit,,18,8,2009,0,10.78,0,0
Blue tit,,28,8,2009,1,10.95,0,1
Blue tit,,28,8,2009,0,10.97,0,0
Blue tit,,28,8,2009,0,10.86,0,0
Blue tit,,28,8,2009,0,11.14,0,0
Blue tit,,27,11,2009,1,11.55,0,0
Blue tit,,28,8,2009,0,11.83,0,0
Blue tit,,15,10,2009,1,11.37,0,0
Blue tit,,28,8,2009,0,12.03,0,0
Blue tit,,28,8,2009,0,11.61,0,0
Blue tit,,28,8,2009,0,11.07,0,0
Blue tit,,11,12,2009,1,11.53,0,0
Blue tit,,9,9,2009,0,11.04,0,1
Blue tit,,9,9,2009,0,11.34,0,0
Blue tit,,9,9,2009,0,10.96,0,0
Blue tit,,9,9,2009,0,11.6,0,0
Blue tit,,4,11,2009,1,10.77,0,0
Blue tit,,4,11,2009,1,11.1,0,0
Blue tit,,9,9,2009,0,11.37,0,0
Blue tit,,9,9,2009,0,12.98,0,0
Blue tit,,7,12,2009,1,11.49,0,0
Blue tit,,11,12,2009,1,11.94,0,0
Blue tit,,15,9,2009,0,10.34,0,0
Blue tit,,15,9,2009,0,12.42,0,0
Blue tit,,15,9,2009,0,11.72,0,0
Blue tit,,15,9,2009,0,11,0,0
Blue tit,,15,10,2009,1,10.21,0,0
Blue tit,,27,11,2009,1,9.92,0,0
Blue tit,,1,10,2009,0,11.49,0,0
Blue tit,,29,10,2009,1,11.23,0,0
Blue tit,,7,10,2009,0,10.79,0,0
Blue tit,,7,10,2009,0,11.46,0,0
Blue tit,,29,10,2009,1,11.57,0,0
Blue tit,,7,10,2009,0,10.21,0,0
Blue tit,,27,11,2009,1,11.23,0,0
Blue tit,,7,10,2009,0,11.21,0,0
Blue tit,,7,10,2009,0,11.36,0,0
Blue tit,,7,10,2009,0,10.77,0,0
Blue tit,,27,11,2009,1,11.45,0,0
Blue tit,,15,10,2009,0,10.16,0,0
Blue tit,,15,10,2009,0,11.57,0,0
Blue tit,,27,11,2009,1,12.95,0,0
Blue tit,,15,10,2009,0,11.83,0,0
Blue tit,,7,12,2009,1,12.26,0,0
Blue tit,,15,10,2009,0,11.21,0,0
Blue tit,,15,10,2009,0,10.6,0,0
Blue tit,,15,10,2009,0,11.44,0,0
Blue tit,,4,11,2009,1,11.82,0,0
Blue tit,,15,10,2009,0,10.83,0,0
Blue tit,,29,10,2009,0,10.47,0,0
Blue tit,,27,11,2009,1,10.62,0,0
Blue tit,,29,10,2009,0,11.36,0,0
Blue tit,,29,10,2009,0,11.24,0,0
Blue tit,,11,12,2009,1,11.32,0,0
Blue tit,,29,10,2009,0,11.03,0,0
Blue tit,,29,10,2009,0,11.47,0,0
Blue tit,,29,10,2009,0,10.98,0,0
Blue tit,,11,12,2009,1,10.57,0,0
Blue tit,,29,10,2009,0,11.08,0,0
Blue tit,,29,10,2009,0,9.81,0,0
Blue tit,,29,10,2009,0,11.05,0,0
Blue tit,,29,10,2009,0,10.47,0,0
Blue tit,,29,10,2009,0,10.9,0,1
Blue tit,,29,10,2009,0,11.21,0,1
Blue tit,,29,10,2009,0,11.08,0,0
Blue tit,,27,11,2009,1,10.9,0,0
Blue tit,,29,10,2009,0,12.33,0,1
Blue tit,,29,10,2009,0,10.69,0,0
Blue tit,,4,11,2009,0,10.02,0,0
Blue tit,,4,11,2009,0,10.35,0,0
Blue tit,,4,11,2009,0,11.9,0,0
Blue tit,,4,11,2009,0,12.1,0,0
Blue tit,,4,11,2009,0,11.2,0,0
Blue tit,,4,11,2009,0,11.5,0,0
Blue tit,,27,11,2009,1,11.84,0,0
Blue tit,,4,11,2009,0,10.72,0,0
Blue tit,,4,11,2009,0,11.59,0,0
Blue tit,,4,11,2009,0,10.5,0,0
Blue tit,,4,11,2009,0,11.12,0,0
Blue tit,,27,11,2009,1,10.67,0,0
Blue tit,,13,12,2009,1,11.18,0,0
Blue tit,,4,11,2009,0,10.69,0,0
Blue tit,,4,11,2009,0,10.85,0,0
Blue tit,,4,11,2009,0,10.74,0,0
Blue tit,,4,11,2009,0,11.35,0,0
Blue tit,,4,11,2009,0,10.98,0,0
Blue tit,,4,11,2009,0,11.1,0,0
Blue tit,,4,11,2009,0,11.47,0,0
Blue tit,,30,11,2009,1,11.76,0,0
Blue tit,,4,11,2009,0,12.48,0,0
Blue tit,,27,11,2009,0,10.92,0,0
Blue tit,,27,11,2009,1,11.46,0,0
Blue tit,,27,11,2009,0,11.47,0,0
Blue tit,,30,11,2009,1,11.45,0,0
Blue tit,,27,11,2009,0,10.98,0,0
Blue tit,,27,11,2009,0,11.39,0,0
Blue tit,,27,11,2009,0,10.31,0,0
Blue tit,,27,11,2009,1,11.28,0,0
Blue tit,,27,11,2009,0,11.88,0,0
Blue tit,,27,11,2009,0,10.68,0,0
Blue tit,,30,11,2009,1,11.03,0,0
Blue tit,,27,11,2009,0,12.17,0,0
Blue tit,,27,11,2009,0,12.49,0,0
Blue tit,,27,11,2009,0,12.12,0,0
Blue tit,,27,11,2009,0,10.39,0,0
Blue tit,,27,11,2009,0,11.62,0,0
Blue tit,,27,11,2009,0,11.09,0,0
Blue tit,,7,12,2009,1,11.62,0,0
Blue tit,,27,11,2009,0,11.57,0,0
Blue tit,,27,11,2009,0,11.94,0,0
Blue tit,,27,11,2009,0,11.07,0,0
Blue tit,,11,12,2009,1,10.79,0,0
Blue tit,,27,11,2009,0,11.45,0,0
Blue tit,,27,11,2009,0,10.25,0,0
Blue tit,,27,11,2009,0,11.64,0,0
Blue tit,,27,11,2009,0,12.37,0,0
Blue tit,,27,11,2009,0,11.97,0,0
Blue tit,,27,11,2009,0,12.24,0,0
Blue tit,,27,11,2009,0,10.32,0,0
Blue tit,,27,11,2009,0,13.21,0,0
Blue tit,,13,12,2009,1,12.86,0,0
Blue tit,,27,11,2009,0,10.79,0,0
Blue tit,,27,11,2009,0,12.41,0,0
Blue tit,,27,11,2009,0,12.83,0,0
Blue tit,,27,11,2009,0,13.13,0,0
Blue tit,,13,12,2009,1,13.07,0,0
Blue tit,,27,11,2009,0,11.96,0,0
Blue tit,,13,12,2009,1,11.55,0,0
Blue tit,,30,11,2009,0,10.98,0,0
Blue tit,,7,12,2009,1,10.86,0,0
Blue tit,,30,11,2009,0,12.23,0,0
Blue tit,,30,11,2009,0,10.55,0,0
Blue tit,,7,12,2009,1,10.91,0,0
Blue tit,,30,11,2009,0,10.95,0,0
Blue tit,,30,11,2009,0,11.01,0,0
Blue tit,,11,12,2009,1,11.63,0,0
Blue tit,,30,11,2009,0,10.12,0,0
Blue tit,,30,11,2009,0,11.03,0,0
Blue tit,,30,11,2009,0,10.77,0,0
Blue tit,,30,11,2009,0,11.36,0,0
Blue tit,,30,11,2009,0,10.31,0,0
Blue tit,,30,11,2009,0,11.81,0,0
Blue tit,,13,12,2009,1,12.61,0,0
Blue tit,,30,11,2009,0,12.2,0,0
Blue tit,,30,11,2009,0,10.79,0,0
Blue tit,,30,11,2009,0,11.27,0,0
Blue tit,,30,11,2009,0,11.32,0,0
Blue tit,,7,12,2009,0,10.48,0,0
Blue tit,,7,12,2009,0,11.26,0,0
Blue tit,,7,12,2009,0,12.31,0,0
Blue tit,,7,12,2009,0,11.89,0,0
Blue tit,,7,12,2009,0,13.13,0,0
Blue tit,,11,12,2009,1,12.43,0,0
Blue tit,,7,12,2009,0,11.51,0,0
Blue tit,,11,12,2009,0,12.13,0,0
Blue tit,,13,12,2009,1,12.72,0,0
Blue tit,,27,11,2009,1,11.02,0,0
Blue tit,,18,2,2009,0,11.56,0,0
Chaffinch,M,21,1,2009,1,24.33,0,0
Chaffinch,M,18,8,2009,1,22.31,0,0
Chaffinch,M,13,5,2009,1,21.65,0,0
Chaffinch,M,17,4,2009,1,23.52,0,2
Chaffinch,M,30,7,2009,1,20.03,0,1
Chaffinch,M,27,11,2009,1,22.52,0,0
Chaffinch,M,4,11,2009,1,22.82,0,0
Chaffinch,F,13,1,2009,1,19.1,0,0
Chaffinch,M,21,1,2009,1,23.52,0,0
Chaffinch,M,5,2,2009,1,25.49,0,0
Chaffinch,M,7,12,2009,1,22.2,0,0
Chaffinch,M,28,4,2009,1,22.29,0,0
Chaffinch,M,18,2,2009,1,23.76,0,0
Chaffinch,M,2,5,2009,1,20.8,0,0
Chaffinch,M,10,8,2009,1,22.01,0,0
Chaffinch,M,9,9,2009,1,23.9,0,0
Chaffinch,M,3,4,2009,1,21.43,0,1
Chaffinch,M,13,5,2009,1,21.85,0,0
Chaffinch,M,3,4,2009,1,21.28,0,0
Chaffinch,M,13,5,2009,1,19.25,0,0
Chaffinch,M,7,12,2009,1,22.46,0,0
Chaffinch,F,9,9,2009,1,18.85,0,0
Chaffinch,F,15,9,2009,1,23.44,0,0
Chaffinch,M,30,7,2009,1,23.5,0,2
Chaffinch,M,17,4,2009,1,20.14,0,0
Chaffinch,M,30,11,2009,1,23.39,0,0
Chaffinch,M,18,2,2009,1,21.74,0,0
Chaffinch,M,7,10,2009,1,22.31,0,0
Chaffinch,M,30,11,2009,1,22.6,0,0
Chaffinch,M,10,8,2009,1,22.03,0,0
Chaffinch,M,27,11,2009,1,22.63,0,0
Chaffinch,M,3,4,2009,1,19.62,0,0
Chaffinch,M,10,5,2009,1,21.44,0,0
Chaffinch,M,9,9,2009,1,20.96,0,0
Chaffinch,M,3,4,2009,1,20.37,0,0
Chaffinch,F,9,9,2009,1,20.71,0,0
Chaffinch,M,11,12,2009,1,23.02,0,0
