species,sex,day,month,year,recap,wt_with_bag,bag_wt,ticks
Great tit,M,13,1,2009,1,21.26,0,0
Great tit,F,10,5,2009,1,20.29,0,0
Great tit,M,31,5,2009,1,19.84,0,1
Great tit,F,31,5,2009,1,16.65,0,0
Great tit,F,18,2,2009,1,18.86,0,0
Great tit,F,30,11,2009,1,18.82,0,0
Great tit,M,30,11,2009,1,20.64,0,0
Great tit,M,13,1,2009,1,22.76,0,0
Great tit,M,13,3,2009,1,18.15,0,0
Great tit,F,13,1,2009,1,19.88,0,0
Great tit,M,29,10,2009,1,20.07,0,0
Great tit,M,2,5,2009,1,18.78,0,1
Great tit,F,21,1,2009,1,17.53,0,0
Great tit,M,29,10,2009,1,20.62,0,0
Great tit,M,27,1,2009,1,19.45,0,0
Great tit,F,13,1,2009,1,20.12,0,0
Great tit,F,13,1,2009,1,18.15,0,0
Great tit,F,30,11,2009,1,19.52,0,0
Great tit,M,25,2,2009,1,19.08,0,0
Great tit,M,18,2,2009,1,20.42,0,0
Great tit,M,18,2,2009,1,22.29,0,0
Great tit,F,30,11,2009,1,17.94,0,0
Great tit,M,13,1,2009,1,19.53,0,0
Great tit,F,1,10,2009,1,18.89,0,0
Great tit,M,3,4,2009,1,18.69,0,0
Great tit,F,11,12,2009,0,19.51,0,0
Great tit,M,11,12,2009,0,18.71,0,0
Great tit,M,11,12,2009,0,21.26,0,0
Great tit,M,13,12,2009,0,19.62,0,0
Great tit,,17,4,2009,1,18.22,0,0
Great tit,F,1,10,2009,1,18.22,0,0
Great tit,,13,1,2009,1,18.74,0,0
Great tit,M,13,12,2009,1,21.72,0,0
Great tit,M,5,2,2009,1,22.38,0,0
Great tit,M,13,1,2009,1,20.45,0,0
Great tit,M,27,1,2009,1,21.85,0,0
Great tit,F,13,1,2009,1,18.53,0,0
Great tit,,18,2,2009,1,20.56,0,0
Great tit,F,11,12,2009,1,19.21,0,0
Great tit,M,5,2,2009,1,21.57,0,0
Great tit,,13,1,2009,0,16.56,0,0
Great tit,M,21,1,2009,0,19.57,0,0
Great tit,M,21,1,2009,0,21.72,0,0
Great tit,F,27,1,2009,0,18.8,0,0
Great tit,M,27,1,2009,0,20.25,0,0
Great tit,F,27,1,2009,0,17.02,0,0
Great tit,M,5,2,2009,0,19.67,0,0
Great tit,M,5,2,2009,0,21.6,0,0
Great tit,M,18,2,2009,0,19.55,0,0
Great tit,M,18,2,2009,0,18.59,0,0
Great tit,M,18,2,2009,0,19.92,0,0
Great tit,,18,2,2009,0,19.25,0,0
Great tit,,4,3,2009,1,18.91,0,0
Great tit,,3,4,2009,1,18.71,0,0
Great tit,F,9,9,2009,1,19.6,0,0
Great tit,,18,2,2009,0,18.26,0,0
Great tit,M,18,2,2009,0,21.28,0,1
Great tit,M,18,2,2009,0,22.89,0,0
Great tit,F,25,2,2009,0,19.42,0,0
Great tit,M,25,2,2009,0,19.16,0,1
Great tit,M,25,2,2009,0,20.65,0,0
Great tit,F,25,2,2009,0,18.54,0,0
Great tit,,25,2,2009,0,18.49,0,1
Great tit,M,25,2,2009,0,19.08,0,0
Great tit,M,25,2,2009,0,19.58,0,0
Great tit,,25,2,2009,0,16.26,0,0
Great tit,M,25,2,2009,0,18.87,0,0
Great tit,M,25,2,2009,0,21.15,0,0
Great tit,F,25,2,2009,0,18.22,0,0
Great tit,M,25,2,2009,0,19,0,0
Great tit,,4,3,2009,0,18.22,0,0
Great tit,F,4,3,2009,0,17.98,0,0
Great tit,,4,3,2009,0,18.51,0,0
Great tit,M,4,3,2009,0,19.31,0,0
Great tit,M,4,3,2009,0,22.04,0,0
Great tit,M,4,3,2009,0,21.29,0,0
Great tit,M,4,3,2009,0,18.57,0,0
Great tit,M,4,3,2009,0,21.19,0,0
Great tit,M,4,3,2009,0,20.27,0,0
Great tit,F,10,3,2009,0,21.09,0,0
Great tit,,13,3,2009,0,17.97,0,0
Great tit,,13,3,2009,0,17.94,0,0
Great tit,,13,3,2009,0,18.23,0,0
Great tit,M,3,4,2009,0,18.33,0,1
Great tit,,28,4,2009,0,20.74,0,5
Great tit,F,2,5,2009,0,18.48,0,2
Great tit,,24,6,2009,0,19.5,0,0
Great tit,,24,6,2009,0,16.8,0,0
Great tit,,24,6,2009,0,20.8,0,1
Great tit,,18,8,2009,1,21.2,0,0
Great tit,,24,6,2009,0,19.93,0,0
Great tit,M,15,10,2009,1,20.38,0,0
Great tit,,24,6,2009,0,21.77,0,3
Great tit,,26,6,2009,0,18.83,0,5
Great tit,,26,6,2009,0,20.91,0,1
Great tit,,28,7,2009,1,20.95,0,0
Great tit,,29,6,2009,0,19.47,0,3
Great tit,,29,6,2009,0,18.52,0,4
Great tit,,29,6,2009,0,18.27,0,0
Great tit,,29,6,2009,0,16.99,0,0
Great tit,,29,6,2009,0,16.99,0,3
Great tit,,28,7,2009,0,20.44,0,0
Great tit,,28,7,2009,0,21.2,0,1
Great tit,M,9,9,2009,1,21.73,0,0
Great tit,,28,7,2009,0,20.81,0,0
Great tit,,28,7,2009,0,18.57,0,0
Great tit,,30,7,2009,0,21.14,0,1
Great tit,,18,8,2009,1,20.75,0,0
Great tit,,30,7,2009,0,21.27,0,0
Great tit,,30,7,2009,0,20.46,0,0
Great tit,,10,8,2009,1,21.84,0,1
Great tit,,7,8,2009,0,18.72,0,0
Great tit,,10,8,2009,1,18.29,0,1
Great tit,,29,10,2009,1,17.8,0,1
Great tit,,7,8,2009,0,23.32,0,1
Great tit,,10,8,2009,0,19.08,0,3
Great tit,,10,8,2009,0,22.29,0,0
Great tit,M,30,11,2009,1,21.38,0,0
Great tit,,10,8,2009,0,19.85,0,1
Great tit,,10,8,2009,0,20.53,0,2
Great tit,,18,8,2009,0,22.51,0,2
Great tit,,18,8,2009,0,22.04,0,2
Great tit,,28,8,2009,0,22.83,0,0
Great tit,M,28,8,2009,0,20.44,0,0
Great tit,M,28,8,2009,0,21.51,0,0
Great tit,F,28,8,2009,0,18.94,0,0
Great tit,M,9,9,2009,0,20.67,0,0
Great tit,,9,9,2009,0,17.08,0,0
Great tit,,9,9,2009,0,18.87,0,2
Great tit,M,9,9,2009,0,21.71,0,3
Great tit,,15,9,2009,0,18.87,0,0
Great tit,,15,9,2009,1,18.79,0,1
Great tit,F,15,9,2009,0,19.98,0,1
Great tit,M,15,9,2009,0,21.41,0,4
Great tit,,1,10,2009,0,19.09,0,0
Great tit,,1,10,2009,0,19.48,0,0
Great tit,,7,10,2009,0,17.05,0,0
Great tit,,7,10,2009,0,18.4,0,1
Great tit,F,15,10,2009,0,17.51,0,0
Great tit,F,15,10,2009,0,18.16,0,1
Great tit,,15,10,2009,0,19.5,0,0
Great tit,M,15,10,2009,0,20.64,0,0
Great tit,M,15,10,2009,0,20.07,0,1
Great tit,F,15,10,2009,0,18.59,0,0
Great tit,M,15,10,2009,0,20.3,0,1
Great tit,,29,10,2009,0,19.83,0,0
Great tit,,29,10,2009,0,18.96,0,0
Great tit,F,30,11,2009,1,18.08,0,0
Great tit,,29,10,2009,0,19.38,0,1
Great tit,M,29,10,2009,0,20.58,0,0
Great tit,M,30,11,2009,1,21.08,0,0
Great tit,M,29,10,2009,0,19.85,0,0
Great tit,M,29,10,2009,0,20.02,0,0
Great tit,M,29,10,2009,0,19.51,0,0
Great tit,F,29,10,2009,0,19.14,0,0
Great tit,F,29,10,2009,0,18.56,0,1
Great tit,M,29,10,2009,0,19.99,0,0
Great tit,M,4,11,2009,1,20.25,0,0
Great tit,M,29,10,2009,0,21.81,0,0
Great tit,M,29,10,2009,0,19.91,0,1
Great tit,F,29,10,2009,0,20.24,0,1
Great tit,M,29,10,2009,0,20.5,0,0
Great tit,F,29,10,2009,0,20.69,0,0
Great tit,M,29,10,2009,0,19.64,0,0
Great tit,F,4,11,2009,0,18.17,0,0
Great tit,,4,11,2009,0,18.73,0,0
Great tit,F,4,11,2009,0,18.94,0,0
Great tit,F,4,11,2009,0,19,0,0
Great tit,M,4,11,2009,0,20.04,0,0
Great tit,M,4,11,2009,0,19.04,0,0
Great tit,F,4,11,2009,0,19.72,0,0
Great tit,M,4,11,2009,0,20.55,0,0
Great tit,F,4,11,2009,0,19.82,0,0
Great tit,M,4,11,2009,0,21.38,0,0
Great tit,F,4,11,2009,0,18.21,0,0
Great tit,M,4,11,2009,0,21.41,0,1
Great tit,F,4,11,2009,0,17.79,0,0
Great tit,F,4,11,2009,0,19.66,0,0
Great tit,M,27,11,2009,0,20.88,0,1
Great tit,M,27,11,2009,0,18.82,0,0
Great tit,M,27,11,2009,0,19.37,0,0
Great tit,M,27,11,2009,0,21.98,0,0
Great tit,F,30,11,2009,0,17.85,0,0
Great tit,M,30,11,2009,0,20.86,0,0
Great tit,M,30,11,2009,0,22.27,0,0
Great tit,M,30,11,2009,0,19.71,0,0
Great tit,M,30,11,2009,0,19.97,0,0
Great tit,F,7,12,2009,0,18.34,0,0
Great tit,F,7,12,2009,0,18.24,0,0
Great tit,M,11,12,2009,0,18.73,0,0
Great tit,M,11,12,2009,0,20.47,0,0
Robin,,13,1,2009,1,24.09,0,0
Robin,,27,1,2009,0,20.44,0,0
Robin,,5,2,2009,1,22.34,0,0
Robin,,10,3,2009,1,21.26,0,0
Robin,,27,11,2009,1,22.28,0,0
Robin,,13,1,2009,1,20.97,0,0
Robin,,13,5,2009,1,19.7,0,0
Robin,,13,12,2009,1,24.98,0,0
Robin,,13,1,2009,1,20.28,0,0
Robin,,27,1,2009,1,18.61,0,0
Robin,,28,8,2009,1,21.38,0,0
Robin,,25,2,2009,1,19.46,0,0
Robin,,21,1,2009,1,20.55,0,0
Robin,,5,2,2009,1,22.4,0,0
Robin,,5,2,2009,1,23,0,0
Robin,,5,2,2009,1,18.83,0,0
Robin,,4,3,2009,1,21.02,0,0
Robin,,13,1,2009,1,22.83,0,0
Robin,,5,2,2009,1,20.65,0,0
Robin,,3,4,2009,1,17.85,0,0
Robin,,13,12,2009,0,21.84,0,0
Robin,,28,8,2009,1,21.73,0,0
Robin,,4,11,2009,1,21.4,0,0
Robin,,30,11,2009,1,21.96,0,0
Robin,,11,12,2009,1,24.48,0,0
Robin,,13,1,2009,1,26.84,0,0
Robin,,21,1,2009,1,20.2,0,0
Robin,,25,2,2009,1,19.92,0,0
Robin,,21,1,2009,1,22.37,0,0
Robin,,25,2,2009,1,20.12,0,0
Robin,,28,8,2009,1,20.3,0,0
Robin,,13,1,2009,1,24.17,0,0
Robin,,21,1,2009,0,18.54,0,0
Robin,,21,1,2009,0,20.2,0,0
Robin,,25,2,2009,1,18.27,0,0
Robin,,27,1,2009,0,20.88,0,0
Robin,,5,2,2009,1,22.2,0,0
Robin,,5,2,2009,0,18.05,0,0
Robin,,5,2,2009,0,23.36,0,0
Robin,,3,4,2009,0,19.85,0,0
Robin,,3,4,2009,1,20.31,0,0
Robin,,3,4,2009,0,19.31,0,0
Robin,,3,4,2009,1,19.03,0,0
Robin,,2,5,2009,1,21.47,0,4
Robin,,13,5,2009,1,20.41,0,0
Robin,,17,5,2009,1,20.03,0,3
Robin,,3,4,2009,0,18.97,0,1
Robin,,3,4,2009,1,18.9,0,1
Robin,,17,5,2009,0,18.5,0,1
Robin,,24,6,2009,0,17.7,0,3
Robin,,24,6,2009,0,19.7,0,2
Robin,,24,6,2009,0,19.2,0,4
Robin,,29,6,2009,0,19.71,0,1
Robin,,29,6,2009,0,19.39,0,3
Robin,,7,8,2009,0,16.97,0,9
Robin,,18,8,2009,0,19.26,0,0
Robin,,28,8,2009,0,21.65,0,0
Robin,,28,8,2009,0,19.05,0,1
Robin,,28,8,2009,1,NA,NA,0
Robin,,27,11,2009,1,20.06,0,0
Robin,,30,11,2009,1,20.61,0,0
Robin,,9,9,2009,0,20.13,0,0
Robin,,9,9,2009,0,17.6,0,0
Robin,,9,9,2009,0,17.56,0,0
Robin,,15,9,2009,0,19.89,0,0
Robin,,15,9,2009,0,17.36,0,3
Robin,,29,10,2009,0,17.78,0,0
Robin,,4,11,2009,0,20.33,0,0
Robin,,27,11,2009,1,22.75,0,0
Robin,,27,11,2009,0,20.57,0,0
Robin,,30,11,2009,1,22,0,0
Robin,,27,11,2009,0,20.9,0,0
Robin,,27,11,2009,0,22.27,0,0
Robin,,30,11,2009,0,21.56,0,0
Robin,,7,12,2009,1,21.68,0,0
Robin,,11,12,2009,1,23.03,0,0
Robin,,13,12,2009,1,24.16,0,0
Robin,,30,11,2009,0,21.12,0,0
Robin,,30,11,2009,0,20.01,0,0
Robin,,11,12,2009,1,20.83,0,0
Robin,,30,11,2009,0,22.95,0,0
Robin,,7,12,2009,0,17.84,0,0
Robin,,7,12,2009,0,21.44,0,0
Robin,,7,12,2009,0,21.22,0,0
Robin,,11,12,2009,1,21.28,0,1
Siskin,F,3,4,2009,1,15,0,0
Siskin,F,28,4,2009,1,12.23,0,1
Siskin,M,3,4,2009,1,12.39,0,0
Siskin,M,2,5,2009,1,12.97,0,0
Siskin,M,10,5,2009,1,12.71,0,0
Siskin,M,24,6,2009,1,12.65,0,0
Siskin,F,17,4,2009,1,11.73,0,0
Siskin,F,17,4,2009,1,11.86,0,0
Siskin,F,23,5,2009,1,12.33,0,0
Siskin,M,2,5,2009,1,11.69,0,0
Siskin,M,11,12,2009,0,12.71,0,0
Siskin,F,3,4,2009,1,11.65,0,0
Siskin,F,10,5,2009,1,11.79,0,0
Siskin,M,13,5,2009,1,12.57,0,0
Siskin,M,24,6,2009,1,12.95,0,0
Siskin,M,30,7,2009,1,13.18,0,0
Siskin,M,7,8,2009,1,13.21,0,0
Siskin,F,28,4,2009,1,13.79,0,0
Siskin,M,10,5,2009,1,12.64,0,0
Siskin,M,2,5,2009,1,11.25,0,0
Siskin,M,3,4,2009,1,11.56,0,0
Siskin,F,24,6,2009,1,13.69,0,0
Siskin,M,10,5,2009,1,12.13,0,0
Siskin,F,17,5,2009,1,13.46,0,0
Siskin,F,17,4,2009,1,11.99,0,0
Siskin,F,13,5,2009,1,11.26,0,0
Siskin,F,13,5,2009,1,11.26,0,0
Siskin,M,17,5,2009,1,11.62,0,0
Siskin,M,23,5,2009,1,11.63,0,0
Siskin,M,24,6,2009,1,12.05,0,0
Siskin,M,2,5,2009,1,11.19,0,0
Siskin,F,23,5,2009,1,13.76,0,0
Siskin,M,25,2,2009,1,14.59,0,0
Siskin,M,17,4,2009,1,12.76,0,0
Siskin,M,10,5,2009,1,11.79,0,0
Siskin,M,10,5,2009,1,11.28,0,0
Siskin,M,25,2,2009,1,13.62,0,0
Siskin,M,28,4,2009,1,12.95,0,0
Siskin,M,17,5,2009,1,11.9,0,0
Siskin,F,24,6,2009,1,13.87,0,0
Siskin,F,24,6,2009,1,14.03,0,1
Siskin,F,13,5,2009,1,13.37,0,0
Siskin,M,28,4,2009,1,11.73,0,0
Siskin,M,28,4,2009,1,11.64,0,0
Siskin,M,2,5,2009,1,12.7,0,0
Siskin,M,2,5,2009,1,12.81,0,0
Siskin,F,2,5,2009,1,12.45,0,0
Siskin,M,23,5,2009,1,12.08,0,0
Siskin,M,10,5,2009,1,13.44,0,0
Siskin,F,28,7,2009,1,13.33,0,1
Siskin,M,10,5,2009,1,15.65,0,0
Siskin,F,25,2,2009,0,12.94,0,0
Siskin,F,4,3,2009,1,12.7,0,0
Siskin,F,25,2,2009,0,12.74,0,0
Siskin,F,25,2,2009,0,13.3,0,0
Siskin,F,4,3,2009,1,12.42,0,0
Siskin,M,4,3,2009,0,12.16,0,0
Siskin,M,13,3,2009,1,11.52,0,0
Siskin,F,4,3,2009,0,12.83,0,0
Siskin,M,4,3,2009,0,11.4,0,0
Siskin,M,2,5,2009,1,11.18,0,0
Siskin,F,4,3,2009,0,12.04,0,0
Siskin,M,4,3,2009,0,13.7,0,0
Siskin,M,4,3,2009,0,14.1,0,0
Siskin,F,10,3,2009,0,12.31,0,0
Siskin,F,10,3,2009,0,13.09,0,0
Siskin,F,13,3,2009,0,12.2,0,0
Siskin,F,13,3,2009,1,NA,NA,0
Siskin,F,13,3,2009,0,11.98,0,0
Siskin,M,13,3,2009,0,12.39,0,0
Siskin,M,3,4,2009,0,11.84,0,0
Siskin,M,2,5,2009,1,12.64,0,0
Siskin,F,3,4,2009,0,11.82,0,0
Siskin,F,3,4,2009,0,11.72,0,0
Siskin,F,3,4,2009,0,11.87,0,0
Siskin,F,3,4,2009,0,11.2,0,0
Siskin,M,3,4,2009,0,11.81,0,0
Siskin,M,3,4,2009,0,11.88,0,0
Siskin,M,17,4,2009,1,12.06,0,0
Siskin,F,3,4,2009,0,11.53,0,0
Siskin,F,23,5,2009,1,13.17,0,0
Siskin,M,3,4,2009,0,11.28,0,0
Siskin,F,3,4,2009,0,14.88,0,0
Siskin,F,3,4,2009,0,11.1,0,0
Siskin,F,3,4,2009,0,12.45,0,0
Siskin,M,3,4,2009,0,12.26,0,0
Siskin,M,3,4,2009,0,11.45,0,0
Siskin,F,3,4,2009,0,12.14,0,0
Siskin,M,3,4,2009,0,13.12,0,0
Siskin,F,3,4,2009,0,11.16,0,0
Siskin,F,3,4,2009,0,12.29,0,0
Siskin,F,3,4,2009,0,10.87,0,0
Siskin,M,3,4,2009,0,12.19,0,0
Siskin,M,3,4,2009,0,12.31,0,0
Siskin,M,10,5,2009,1,13.06,0,0
Siskin,F,3,4,2009,0,14.3,0,0
Siskin,F,13,5,2009,1,12.75,0,0
Siskin,F,3,4,2009,0,12.45,0,0
Siskin,M,3,4,2009,0,11.91,0,0
Siskin,M,3,4,2009,0,11.85,0,0
Siskin,F,3,4,2009,0,12.46,0,0
Siskin,F,3,4,2009,0,14.07,0,0
Siskin,M,3,4,2009,0,11.53,0,0
Siskin,M,17,4,2009,1,11.72,0,0
Siskin,M,13,5,2009,1,11.85,0,0
Siskin,M,24,6,2009,1,12.29,0,0
Siskin,F,3,4,2009,0,13.09,0,0
Siskin,F,3,4,2009,0,13.06,0,0
Siskin,M,3,4,2009,0,12.69,0,0
Siskin,M,3,4,2009,0,12.44,0,0
Siskin,F,3,4,2009,0,14.51,0,0
Siskin,F,3,4,2009,0,11.85,0,0
Siskin,M,3,4,2009,0,14.05,0,0
Siskin,F,3,4,2009,0,12.15,0,0
Siskin,M,3,4,2009,0,11.65,0,0
Siskin,M,3,4,2009,0,12.18,0,0
Siskin,M,28,4,2009,1,12.46,0,0
Siskin,M,3,4,2009,0,12.29,0,0
Siskin,M,3,4,2009,0,11.46,0,0
Siskin,F,3,4,2009,0,13.42,0,0
Siskin,F,3,4,2009,0,12.05,0,0
Siskin,F,3,4,2009,0,13.6,0,0
Siskin,M,3,4,2009,0,13.1,0,0
Siskin,F,3,4,2009,0,11.85,0,0
Siskin,F,3,4,2009,0,13.84,0,0
Siskin,M,3,4,2009,0,12.45,0,0
Siskin,M,3,4,2009,0,12.19,0,0
Siskin,M,3,4,2009,0,12.14,0,0
Siskin,M,17,4,2009,1,12.09,0,0
Siskin,M,2,5,2009,1,12.52,0,0
Siskin,M,17,4,2009,0,14.08,0,0
Siskin,M,2,5,2009,1,13.7,0,0
Siskin,M,10,5,2009,1,14,0,0
Siskin,F,17,4,2009,0,15.25,0,0
Siskin,F,17,4,2009,0,11.2,0,0
Siskin,M,17,4,2009,0,11.81,0,0
Siskin,M,28,4,2009,1,12.69,0,0
Siskin,F,17,4,2009,0,12.52,0,1
Siskin,M,17,4,2009,0,12.08,0,0
Siskin,M,7,8,2009,1,11.83,0,0
Siskin,M,17,4,2009,0,12.48,0,0
Siskin,M,17,4,2009,0,12.56,0,0
Siskin,M,17,4,2009,0,12.78,0,0
Siskin,M,17,4,2009,0,12.34,0,0
Siskin,M,2,5,2009,1,14.58,0,0
Siskin,M,17,4,2009,0,14.19,0,0
Siskin,M,28,4,2009,1,14.39,0,0
Siskin,F,17,4,2009,0,11.99,0,1
Siskin,F,10,5,2009,1,14.13,0,0
Siskin,F,17,4,2009,0,10.54,0,0
Siskin,F,2,5,2009,1,11.81,0,1
Siskin,M,17,4,2009,0,12.04,0,0
Siskin,M,17,4,2009,0,12.8,0,0
Siskin,M,13,5,2009,1,12.58,0,0
Siskin,F,17,4,2009,0,11.83,0,0
Siskin,M,28,4,2009,0,12.84,0,1
Siskin,M,2,5,2009,1,12.17,0,0
Siskin,M,10,5,2009,0,12.36,0,0
Siskin,M,28,4,2009,0,12.92,0,0
Siskin,M,28,4,2009,0,12.8,0,0
Siskin,F,28,4,2009,0,11.76,0,0
Siskin,F,28,4,2009,0,12.02,0,0
Siskin,F,28,4,2009,0,14.37,0,0
Siskin,M,28,4,2009,0,12.59,0,0
Siskin,M,28,4,2009,0,13.17,0,0
Siskin,F,28,4,2009,0,14.28,0,0
Siskin,M,28,4,2009,0,12.46,0,0
Siskin,M,28,4,2009,0,13.05,0,0
Siskin,M,28,4,2009,0,12.75,0,0
Siskin,M,28,7,2009,1,12.7,0,0
Siskin,F,28,4,2009,0,13.42,0,0
Siskin,M,28,4,2009,0,12.68,0,0
Siskin,M,28,4,2009,0,13.16,0,0
Siskin,M,2,5,2009,1,13.35,0,0
Siskin,M,28,4,2009,0,11.64,0,0
Siskin,F,28,4,2009,0,15.51,0,0
Siskin,M,28,4,2009,0,12.19,0,0
Siskin,M,28,4,2009,0,11.14,0,0
Siskin,F,28,4,2009,0,12.93,0,0
Siskin,F,28,4,2009,0,11.58,0,0
Siskin,M,28,4,2009,0,11.66,0,0
Siskin,M,28,4,2009,0,13.06,0,0
Siskin,M,28,4,2009,0,12.17,0,0
Siskin,M,2,5,2009,1,12.14,0,0
Siskin,M,13,5,2009,1,11.74,0,0
Siskin,M,28,4,2009,0,12.08,0,0
Siskin,M,2,5,2009,1,11.8,0,0
Siskin,M,10,5,2009,1,11.64,0,0
Siskin,M,28,4,2009,0,11.78,0,0
Siskin,M,28,4,2009,0,12.2,0,0
Siskin,M,28,4,2009,0,12,0,0
Siskin,M,28,4,2009,0,11.87,0,0
Siskin,M,17,5,2009,1,11.4,0,0
Siskin,M,28,4,2009,0,12.5,0,0
Siskin,M,24,6,2009,1,11.22,0,0
Siskin,M,24,6,2009,1,11.51,0,0
Siskin,M,24,6,2009,1,11.42,0,0
Siskin,M,28,4,2009,0,11.87,0,0
Siskin,F,28,4,2009,0,13.87,0,0
Siskin,M,28,4,2009,0,12.48,0,0
Siskin,M,28,4,2009,0,14.23,0,0
Siskin,M,28,4,2009,0,11.84,0,0
Siskin,F,28,4,2009,0,12.33,0,0
Siskin,M,28,4,2009,0,12.07,0,0
Siskin,M,2,5,2009,1,12.79,0,0
Siskin,M,28,4,2009,0,12.48,0,0
Siskin,F,28,4,2009,0,11.32,0,0
Siskin,F,28,4,2009,0,13.66,0,0
Siskin,M,28,4,2009,0,11.05,0,0
Siskin,F,28,4,2009,0,13.52,0,0
Siskin,F,28,4,2009,0,13.26,0,0
Siskin,M,28,4,2009,0,12.84,0,0
Siskin,M,2,5,2009,1,12.52,0,0
Siskin,M,10,5,2009,1,12.18,0,0
Siskin,M,13,5,2009,1,11.95,0,0
Siskin,M,28,4,2009,0,12.37,0,0
Siskin,M,28,4,2009,0,12.91,0,0
Siskin,M,2,5,2009,1,12.57,0,0
Siskin,M,2,5,2009,1,12.47,0,0
Siskin,M,13,5,2009,1,12.06,0,0
Siskin,M,28,4,2009,0,11.08,0,0
Siskin,M,28,4,2009,0,10.82,0,0
Siskin,F,28,4,2009,0,12.67,0,0
Siskin,M,28,4,2009,0,11.5,0,0
Siskin,F,28,4,2009,0,11.92,0,0
Siskin,F,28,4,2009,0,12.31,0,0
Siskin,F,28,4,2009,0,12.6,0,3
Siskin,M,28,4,2009,0,13.02,0,0
Siskin,F,28,4,2009,0,13.24,0,0
Siskin,F,28,4,2009,0,13.2,0,0
Siskin,F,28,4,2009,0,14.61,0,4
Siskin,F,28,4,2009,0,12.64,0,0
Siskin,F,28,4,2009,0,14.47,0,0
Siskin,F,2,5,2009,1,13.45,0,0
Siskin,M,28,4,2009,0,11.99,0,0
Siskin,M,28,4,2009,0,12.61,0,0
Siskin,M,28,4,2009,0,12.74,0,0
Siskin,M,28,4,2009,0,13.35,0,0
Siskin,M,10,5,2009,1,13.41,0,0
Siskin,M,28,4,2009,0,11.74,0,0
Siskin,M,17,5,2009,1,12.08,0,0
Siskin,M,28,4,2009,0,11.67,0,0
Siskin,F,28,4,2009,0,12.79,0,1
Siskin,F,28,4,2009,0,11.6,0,0
Siskin,F,10,5,2009,1,11.73,0,0
Siskin,F,29,6,2009,1,12.12,0,1
Siskin,M,28,4,2009,0,12.61,0,0
Siskin,F,28,4,2009,0,13.23,0,0
Siskin,F,28,4,2009,0,11,0,0
Siskin,M,28,4,2009,0,12.19,0,0
Siskin,M,2,5,2009,1,11.49,0,0
Siskin,M,2,5,2009,1,11.91,0,0
Siskin,M,10,5,2009,1,11.68,0,0
Siskin,F,28,4,2009,0,12.21,0,0
Siskin,F,28,4,2009,0,12.69,0,0
Siskin,F,28,4,2009,0,12.22,0,0
Siskin,F,28,4,2009,0,13.67,0,0
Siskin,F,2,5,2009,1,15.56,0,0
Siskin,F,28,4,2009,0,15.68,0,0
Siskin,M,28,4,2009,0,12.21,0,0
Siskin,M,10,5,2009,1,12.07,0,0
Siskin,M,28,4,2009,0,13.75,0,0
Siskin,F,28,4,2009,0,11.91,0,0
Siskin,M,28,4,2009,0,11.92,0,0
Siskin,M,28,4,2009,0,11.9,0,1
Siskin,M,10,5,2009,1,11.56,0,0
Siskin,F,28,4,2009,0,12.93,0,0
Siskin,M,28,4,2009,0,11.82,0,0
Siskin,M,2,5,2009,0,11.89,0,0
Siskin,M,10,5,2009,1,12.47,0,0
Siskin,F,2,5,2009,0,12.3,0,0
Siskin,M,2,5,2009,0,12.03,0,0
Siskin,M,10,5,2009,1,11.66,0,0
Siskin,M,2,5,2009,0,11.41,0,0
Siskin,M,2,5,2009,0,11.68,0,0
Siskin,M,2,5,2009,0,13.3,0,0
Siskin,M,2,5,2009,0,11.85,0,0
Siskin,M,2,5,2009,0,12.1,0,1
Siskin,F,2,5,2009,0,12.85,0,0
Siskin,F,2,5,2009,0,11.21,0,0
Siskin,M,2,5,2009,0,13.16,0,0
Siskin,F,2,5,2009,0,12.44,0,0
Siskin,M,2,5,2009,0,12.41,0,0
Siskin,M,2,5,2009,1,12.92,0,0
Siskin,M,2,5,2009,0,13.05,0,0
Siskin,M,2,5,2009,0,11.7,0,0
Siskin,F,2,5,2009,0,12.62,0,0
Siskin,F,2,5,2009,0,14.85,0,0
Siskin,F,2,5,2009,0,12.02,0,0
Siskin,F,2,5,2009,0,12.95,0,0
Siskin,M,2,5,2009,0,13.62,0,0
Siskin,F,2,5,2009,0,11.24,0,0
Siskin,M,2,5,2009,0,12.95,0,0
Siskin,M,2,5,2009,0,16.85,0,0
Siskin,F,2,5,2009,0,13.81,0,0
Siskin,F,2,5,2009,0,12.5,0,0
Siskin,M,2,5,2009,0,12,0,0
Siskin,M,2,5,2009,0,15.53,0,0
Siskin,M,2,5,2009,0,11.96,0,0
Siskin,F,2,5,2009,0,11.4,0,0
Siskin,F,24,6,2009,1,11.61,0,3
Siskin,F,24,6,2009,1,11.66,0,2
Siskin,F,2,5,2009,0,15.1,0,0
Siskin,F,2,5,2009,0,13.31,0,1
Siskin,F,23,5,2009,1,13.14,0,0
Siskin,M,2,5,2009,0,11.98,0,0
Siskin,M,10,5,2009,1,11.98,0,0
Siskin,M,2,5,2009,0,12.29,0,0
Siskin,F,2,5,2009,0,10.63,0,0
Siskin,F,2,5,2009,0,12,0,0
Siskin,F,2,5,2009,0,13.36,0,0
Siskin,M,2,5,2009,0,13.8,0,0
Siskin,M,13,5,2009,1,13,0,0
Siskin,M,2,5,2009,0,11.33,0,0
Siskin,F,2,5,2009,1,13.18,0,0
Siskin,F,10,5,2009,1,15.47,0,0
